SymbolName,Axes.Axis 1.ActPos,SymbolName,Axes.Axis 1.SetPos,SymbolName,Axes.Axis 1.ActVelo,SymbolName,Axes.Axis 1.SetVelo,SymbolName,Axes.Axis 1.ActAcc,SymbolName,Axes.Axis 1.SetAcc,SymbolName,MAIN.nAbsGantryErr,SymbolName,MAIN.Axis1.Status.HasJob
NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1,NetID,5.59.121.62.1.1
Port,501,Port,501,Port,501,Port,501,Port,501,Port,501,Port,851,Port,851
Offset,0,Offset,0,Offset,0,Offset,0,Offset,0,Offset,0,Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0


8355,25.000002,8355,25,8355,8.4243370659242475E-05,8355,0,8355,0,8355,0
8357,25.000014999999998,8357,25,8357,0.0011535361421454169,8357,0,8357,0,8357,0
8359,25,8359,25,8359,-0.00028871988135013393,8359,0,8359,0,8359,0
8361,25.000003,8361,25,8361,9.40009883581796E-06,8361,0,8361,0,8361,0
8363,25,8363,25,8363,-0.00024216658426441461,8363,0,8363,0,8363,0
8365,24.999997999999998,8365,25,8365,-0.0003684721537250049,8365,0,8365,0,8365,0
8367,24.999993,8367,25,8367,-0.00072372679460703366,8367,0,8367,0,8367,0
8369,24.999995,8369,25,8369,-0.00043643899563059488,8369,0,8369,0,8369,0
8371,25.000000999999997,8371,25,8371,0.00013630083689636341,8371,0,8371,0,8371,0
8373,25,8373,25,8373,3.0250697624032628E-05,8373,0,8373,0,8373,0
8375,25.000006,8375,25,8375,0.000525208914608553,8375,0,8375,0,8375,0
8377,25,8377,25,8377,-6.23259044147316E-05,8377,0,8377,0,8377,0
8379,24.999997,8379,25,8379,-0.00030193825363987258,8379,0,8379,0,8379,0
8381,25.000002,8381,25,8381,0.00016505145513630239,8381,0,8381,0,8381,0
8383,25.000007999999998,8383,25,8383,0.00063754287920211113,8383,0,8383,0,8383,0
8385,25,8385,25,8385,-0.00013538093379536649,8385,0,8385,0,8385,0
8387,24.999999,8387,25,8387,-0.00019615077824846846,8387,0,8387,0,8387,0
8389,25.000013,8389,25,8389,0.0010032076848079875,8389,0,8389,0,8389,0
8391,25.000006,8391,25,8391,0.00025267307066580071,8391,0,8391,0,8391,0
8393,25.000009,8393,25,8393,0.0004605608921824302,8393,0,8393,0,8393,0
8395,25.000014,8395,25,8395,0.00080046741028428085,8395,0,8395,0,8395,0
8397,25.000007999999998,8397,25,8397,0.000167056175018982,8397,0,8397,0,8397,0
8399,25.000003,8399,25,8399,-0.00027745318732037784,8399,0,8399,0,8399,0
8401,25,8401,25,8401,-0.0004812109893945778,8401,0,8401,0,8401,0
8403,24.999993,8403,25,8403,-0.0009843424911696705,8403,0,8403,0,8403,0
8405,25,8405,25,8405,-0.00023695207596720325,8405,0,8405,0,8405,0
8407,24.999995,8407,25,8407,-0.00061412673010492508,8407,0,8407,0,8407,0
8409,25.000002,8409,25,8409,7.1561058253417974E-05,8409,0,8409,0,8409,0
8411,24.999990999999998,8411,25,8411,-0.00085703245150959987,8411,0,8411,0,8411,0
8413,25.00001,8413,25,8413,0.00086913962388930014,8413,0,8413,0,8413,0
8415,24.999993,8415,25,8415,-0.00069238364673489066,8415,0,8415,0,8415,0
8417,24.999995,8417,25,8417,-0.00041031970573714231,8417,0,8417,0,8417,0
8419,25.000000999999997,8419,25,8419,0.00015806691180757389,8419,0,8419,0,8419,0
8421,24.999997,8421,25,8421,-0.00020161090657755491,8421,0,8421,0,8421,0
8423,24.999999,8423,25,8423,-1.3424222726958566E-06,8423,0,8423,0,8423,0
8425,25.000007,8425,25,8425,0.00066554798153260547,8425,0,8425,0,8425,0
8427,25.000007,8427,25,8427,0.00055462331794383789,8427,0,8427,0,8427,0
8429,24.999997,8429,25,8429,-0.00037114723501525357,8429,0,8429,0,8429,0
8431,24.999997,8431,25,8431,-0.00030928936251271134,8431,0,8431,0,8431,0
8433,24.999985,8433,25,8433,-0.0012577411355670374,8433,0,8433,0,8433,0
8435,25.000000999999997,8435,25,8435,0.00028521572025111321,8435,0,8435,0,8435,0
8437,25.000002,8437,25,8437,0.00032101310029492404,8437,0,8437,0,8437,0
8439,25.000007999999998,8439,25,8439,0.00076751091683429588,8439,0,8439,0,8439,0
8441,24.999986999999997,8441,25,8441,-0.0011104075693273202,8441,0,8441,0,8441,0
8443,24.999989,8443,25,8443,-0.00075867297426810754,8443,0,8443,0,8443,0
8445,25.000018999999998,8445,25,8445,0.0018677725213485995,8445,0,8445,0,8445,0
8447,24.99999,8447,25,8447,-0.00086018956536252624,8447,0,8447,0,8447,0
8449,24.999997,8449,25,8449,-0.00013349130446124963,8449,0,8449,0,8449,0
8451,25.000004999999998,8451,25,8451,0.00055542391274608443,8451,0,8451,0,8451,0
8453,25.000004,8453,25,8453,0.00037951992749880013,8453,0,8453,0,8453,0
8455,25.000007999999998,8455,25,8455,0.00064959993933286653,8455,0,8455,0,8455,0
8457,25,8457,25,8457,-0.00012533338368640365,8457,0,8457,0,8457,0
8459,25.000003,8459,25,8459,0.00014555551355559319,8459,0,8459,0,8459,0
8461,24.99999,8461,25,8461,-0.00096203707196638717,8461,0,8461,0,8461,0
8463,25.000004,8463,25,8463,0.00036496910670972182,8463,0,8463,0,8463,0
8465,24.999996,8465,25,8465,-0.00036252574450175044,8465,0,8465,0,8465,0
8467,25.000009,8467,25,8467,0.00078122854617792279,8467,0,8467,0,8467,0
8469,25.000002,8469,25,8469,6.769045514074673E-05,8469,0,8469,0,8469,0
8471,24.999996,8471,25,8471,-0.00044359128730457023,8471,0,8471,0,8471,0
8473,24.999997999999998,8473,25,8473,-0.00020299273954520864,8473,0,8473,0,8473,0
8475,25.000006,8475,25,8475,0.00049750605047217808,8475,0,8475,0,8475,0
8477,25.000004,8477,25,8477,0.00024792170885154849,8477,0,8477,0,8477,0
8479,24.99999,8479,25,8479,-0.0009600652426387541,8479,0,8479,0,8479,0
8481,24.999993999999997,8481,25,8481,-0.000466721035781762,8481,0,8481,0,8481,0
8483,24.999995,8483,25,8483,-0.00030560086306580535,8483,0,8483,0,8483,0
8485,24.999986999999997,8485,25,8485,-0.00092133405264802309,8485,0,8485,0,8485,0
8487,25.000002,8487,25,8487,0.00048222162289402154,8487,0,8487,0,8487,0
8489,25.000007999999998,8489,25,8489,0.00090185135233354381,8489,0,8489,0,8489,0
8491,24.999997999999998,8491,25,8491,-8.1790539690498659E-05,8491,0,8491,0,8491,0
8493,25.000002,8493,25,8493,0.00026517455030451042,8493,0,8493,0,8493,0
8495,24.999999,8495,25,8495,-2.9021208040504236E-05,8495,0,8495,0,8495,0
8497,24.999993,8497,25,8497,-0.00052418433995561273,8497,0,8497,0,8497,0
8499,24.999997999999998,8499,25,8499,-2.0153616793481058E-05,8499,0,8499,0,8499,0
8501,24.999989,8501,25,8501,-0.000766794680544023,8501,0,8501,0,8501,0
8503,25.000007,8503,25,8503,0.000861004432941618,8503,0,8503,0,8503,0
8505,24.999989,8505,25,8505,-0.00078249630594362215,8505,0,8505,0,8505,0
8507,24.999995,8507,25,8507,-0.00015208025503115935,8507,0,8507,0,8507,0
8509,25.000006,8509,25,8509,0.00078993312086148211,8509,0,8509,0,8509,0
8511,25.000013,8511,25,8511,0.0012416109340587574,8511,0,8511,0,8511,0
8513,25.000010999999997,8513,25,8513,0.00086800911154430525,8513,0,8513,0,8513,0
8515,24.999993999999997,8515,25,8515,-0.00069332574035571983,8515,0,8515,0,8515,0
8517,24.999997999999998,8517,25,8517,-0.00024443811691650722,8517,0,8517,0,8517,0
8519,25.000017999999997,8519,25,8519,0.0014629682358398143,8519,0,8519,0,8519,0
8521,25.000006,8521,25,8521,0.00021914019668946034,8521,0,8521,0,8521,0
8523,24.999999,8523,25,8523,-0.00040071650276630528,8523,0,8523,0,8523,0
8525,25.000014999999998,8525,25,8525,0.0009994029142517233,8525,0,8525,0,8525,0
8527,24.999988,8527,25,8527,-0.0014171642380679896,8527,0,8527,0,8527,0
8529,25.000002,8529,25,8529,-1.4303531708280285E-05,8529,0,8529,0,8529,0
8531,24.999997,8531,25,8531,-0.00042858627625976312,8531,0,8531,0,8531,0
8533,25.000004999999998,8533,25,8533,0.0003095114362473232,8533,0,8533,0,8533,0
8535,25.000000999999997,8535,25,8535,-7.5407136507156644E-05,8535,0,8535,0,8535,0
8537,25.000004,8537,25,8537,0.00018716071983435856,8537,0,8537,0,8537,0
8539,24.999997,8539,25,8539,-0.00042736606681222344,8539,0,8539,0,8539,0
8541,25.000003,8541,25,8541,0.00014386161091167299,8541,0,8541,0,8541,0
8543,25.000004999999998,8543,25,8543,0.00028655134230166072,8543,0,8543,0,8543,0
8545,24.999986999999997,8545,25,8545,-0.0012612072148102532,8545,0,8545,0,8545,0
8547,25,8547,25,8547,3.2327321216896578E-05,8547,0,8547,0,8547,0
8549,24.99999,8549,25,8549,-0.00080639389895437131,8549,0,8549,0,8549,0
8551,25.000009,8551,25,8551,0.00091133841738926457,8551,0,8551,0,8551,0
8553,25.000004999999998,8553,25,8553,0.00042611534777779454,8553,0,8553,0,8553,0
8555,24.999990999999998,8555,25,8555,-0.00081157054353354907,8555,0,8555,0,8555,0
8557,25.000002,8557,25,8557,0.00024035788044282397,8557,0,8557,0,8557,0
8559,25.000016,8559,25,8559,0.0013669649003840644,8559,0,8559,0,8559,0
8561,25.000014,8561,25,8561,0.00097247075044478728,8561,0,8561,0,8561,0
8563,25.00001,8563,25,8563,0.00047705895865739678,8563,0,8563,0,8563,0
8565,24.999988,8565,25,8565,-0.0014357842012270657,8565,0,8565,0,8565,0
8567,24.999992,8567,25,8567,-0.00086315350097596207,8567,0,8567,0,8567,0
8569,25.000017,8569,25,8569,0.0013640387492558576,8569,0,8569,0,8569,0
8571,25.000009,8571,25,8571,0.00047003229095336275,8571,0,8571,0,8571,0
8573,24.999989,8573,25,8573,-0.0012749730908091013,8573,0,8573,0,8573,0
8575,24.999993,8575,25,8575,-0.00072914424229432516,8575,0,8575,0,8575,0
8577,25.000004,8577,25,8577,0.00030904646480884386,8577,0,8577,0,8577,0
8579,24.999992,8579,25,8579,-0.00074246127946574138,8579,0,8579,0,8579,0
8581,25.000004999999998,8581,25,8581,0.00046461560037459697,8581,0,8581,0,8581,0
8583,25.000002,8583,25,8583,0.00013717966701790122,8583,0,8583,0,8583,0
8585,24.999993,8585,25,8585,-0.00063568361070120451,8585,0,8585,0,8585,0
8587,25.000004999999998,8587,25,8587,0.00047026365759271461,8587,0,8587,0,8587,0
8589,24.999983999999998,8589,25,8589,-0.0013581136186953046,8589,0,8589,0,8589,0
8591,24.999997999999998,8591,25,8591,3.4905317768957203E-05,8591,0,8591,0,8591,0
8593,24.999999,8593,25,8593,0.0001124210982264607,8593,0,8593,0,8593,0
8595,25.000003,8595,25,8595,0.0004270175819019766,8595,0,8595,0,8595,0
8597,25.000004,8597,25,8597,0.0004391813183373102,8597,0,8597,0,8597,0
8599,25.000009,8599,25,8599,0.00078265109845062145,8599,0,8599,0,8599,0
8601,25.000000999999997,8601,25,8601,-1.4457418051000773E-05,8601,0,8601,0,8601,0
8603,24.999983999999998,8603,25,8603,-0.0014287145150184749,8603,0,8603,0,8603,0
8605,24.999999,8605,25,8605,5.9404570918644923E-05,8605,0,8605,0,8605,0
8607,25.00002,8607,25,8607,0.0017995038091214376,8607,0,8607,0,8607,0
8609,24.999999,8609,25,8609,-0.00025041349242136877,8609,0,8609,0,8609,0
8611,25.000011999999998,8611,25,8611,0.00087465542291157426,8611,0,8611,0,8611,0
8613,24.999996,8613,25,8613,-0.00060445381413066579,8613,0,8613,0,8613,0
8615,25.000010999999997,8615,25,8615,0.00074628848802909317,8615,0,8615,0,8615,0
8617,24.999993,8617,25,8617,-0.000878092926408,8617,0,8617,0,8617,0
8619,25.000004999999998,8619,25,8619,0.00026825589450371829,8619,0,8619,0,8619,0
8621,25.000017999999997,8621,25,8621,0.0013068799120158135,8621,0,8621,0,8621,0
8623,25.000002,8623,25,8623,-0.000244266739877133,8623,0,8623,0,8623,0
8625,25,8625,25,8625,-0.00037022228310621075,8625,0,8625,0,8625,0
8627,25.000000999999997,8627,25,8627,-0.00022518523613223874,8627,0,8627,0,8627,0
8629,25.00001,8629,25,8629,0.000562345636735316,8629,0,8629,0,8629,0
8631,24.999997,8631,25,8631,-0.00061471196931661828,8631,0,8631,0,8631,0
8633,24.999995,8633,25,8633,-0.000678926641268508,8633,0,8633,0,8633,0
8635,25.000011999999998,8635,25,8635,0.00085089446558555084,8635,0,8635,0,8635,0
8637,25.000003,8637,25,8637,-4.092127856149643E-05,8637,0,8637,0,8637,0
8639,25,8639,25,8639,-0.00028410106542884326,8639,0,8639,0,8639,0
8641,24.999990999999998,8641,25,8641,-0.00098675088803621769,8641,0,8641,0,8641,0
8643,24.999996,8643,25,8643,-0.00040562573989792581,8643,0,8643,0,8643,0
8645,25.000014,8645,25,8645,0.001161978550146699,8645,0,8645,0,8645,0
8647,24.999999,8647,25,8647,-0.00028168454164512495,8647,0,8647,0,8647,0
8649,24.999992,8649,25,8649,-0.00081807045137845973,8649,0,8649,0,8649,0
8651,25.000007999999998,8651,25,8651,0.00065160795707492789,8651,0,8651,0,8651,0
8653,24.999996,8653,25,8653,-0.00045699336894794505,8653,0,8653,0,8653,0
8655,24.999996,8655,25,8655,-0.00038082780745662091,8655,0,8655,0,8655,0
8657,25.000011999999998,8657,25,8657,0.0010159768270097936,8657,0,8657,0,8657,0
8659,25.000000999999997,8659,25,8659,-7.0019310879286881E-05,8659,0,8659,0,8659,0
8661,25.000004,8661,25,8661,0.00019165057452425003,8661,0,8661,0,8661,0
8663,24.999997999999998,8663,25,8663,-0.000340291188114377,8663,0,8663,0,8663,0
8665,24.999999,8665,25,8665,-0.00020024265667631781,8665,0,8665,0,8665,0
8667,25.000000999999997,8667,25,8667,-2.0221402166495589E-07,8667,0,8667,0,8667,0
8669,25.000004,8669,25,8669,0.00024983148857226831,8669,0,8669,0,8669,0
8671,25,8671,25,8671,-0.00012514042623636905,8671,0,8671,0,8671,0
8673,25.000002,8673,25,8673,6.2382978011625692E-05,8673,0,8673,0,8673,0
8675,25.000007999999998,8675,25,8675,0.00055198581493154722,8675,0,8675,0,8675,0
8677,24.999983,8677,25,8677,-0.0016233451539968105,8677,0,8677,0,8677,0
8679,25.000003,8679,25,8679,0.00031387903827289482,8679,0,8679,0,8679,0
8681,24.999986,8681,25,8681,-0.0011551008014152285,8681,0,8681,0,8681,0
8683,25.000004999999998,8683,25,8683,0.00062074933200521691,8683,0,8683,0,8683,0
8685,25.000000999999997,8685,25,8685,0.00018395777662442146,8685,0,8685,0,8685,0
8687,25.000002,8687,25,8687,0.00023663148060601425,8687,0,8687,0,8687,0
8689,24.999999,8689,25,8689,-5.2807099455917715E-05,8689,0,8689,0,8689,0
8691,25,8691,25,8691,3.9327417205731596E-05,8691,0,8691,0,8691,0
8693,24.999999,8693,25,8693,-5.0560485747553363E-05,8693,0,8693,0,8693,0
8695,25.000007999999998,8695,25,8695,0.00070786626175982771,8695,0,8695,0,8695,0
8697,25.000014,8697,25,8697,0.0010898885516844419,8697,0,8697,0,8697,0
8699,25.000002,8699,25,8699,-9.1759540402743022E-05,8699,0,8699,0,8699,0
8701,25.000007,8701,25,8701,0.00034020038312996984,8701,0,8701,0,8701,0
8703,25,8703,25,8703,-0.00029983301406588068,8703,0,8703,0,8703,0
8705,25.000003,8705,25,8705,1.3915490602899646E-07,8705,0,8705,0,8705,0
8707,25.000007,8707,25,8707,0.0003334492958016168,8707,0,8707,0,8707,0
8709,25.00001,8709,25,8709,0.00052787441312894361,8709,0,8709,0,8709,0
8711,25.000009,8711,25,8711,0.00035656201085512332,8711,0,8711,0,8711,0
8713,24.999993999999997,8713,25,8713,-0.00095286499105477133,8713,0,8713,0,8713,0
8715,25.000011999999998,8715,25,8715,0.0007059458408493277,8715,0,8715,0,8715,0
8717,24.999995,8717,25,8717,-0.00082837846593486779,8717,0,8717,0,8717,0
8719,25.000003,8719,25,8719,-2.3648721519204546E-05,8719,0,8719,0,8719,0
8721,24.999997,8721,25,8721,-0.00051970726785452968,8721,0,8721,0,8721,0
8723,24.999986999999997,8723,25,8723,-0.0012664227234766195,8723,0,8723,0,8723,0
8725,24.999995,8725,25,8725,-0.00038868560280399763,8725,0,8725,0,8725,0
8727,25.00001,8727,25,8727,0.00092609533109737612,8727,0,8727,0,8727,0
8729,24.999997999999998,8729,25,8729,-0.00022825389089196446,8729,0,8729,0,8729,0
8731,24.999986,8731,25,8731,-0.0011902115755870221,8731,0,8731,0,8731,0
8733,25.000000999999997,8733,25,8733,0.00025815702014879622,8733,0,8733,0,8733,0
8735,25.000004999999998,8735,25,8735,0.0005484641835039228,8735,0,8735,0,8735,0
8737,25.000000999999997,8737,25,8737,0.00012372015287334301,8737,0,8737,0,8737,0
8739,25.000004,8739,25,8739,0.00035310012765144163,8739,0,8739,0,8739,0
8741,25.000000999999997,8741,25,8741,4.4250106119212286E-05,8741,0,8741,0,8741,0
8743,24.999997,8743,25,8743,-0.00029645824465118959,8743,0,8743,0,8743,0
8745,25.000003,8745,25,8745,0.00025295146271253448,8745,0,8745,0,8745,0
8747,25.000004,8747,25,8747,0.00029412621901277512,8747,0,8747,0,8747,0
8749,25.000003,8749,25,8749,0.00016177184909164959,8749,0,8749,0,8749,0
8751,24.999997999999998,8751,25,8751,-0.000281856792555881,8751,0,8751,0,8751,0
8753,24.999992,8753,25,8753,-0.00073488066038509333,8753,0,8753,0,8753,0
8755,25.000007,8755,25,8755,0.00063759944977979629,8755,0,8755,0,8755,0
8757,25,8757,25,8757,-5.2000458524358636E-05,8757,0,8757,0,8757,0
8759,25.000004,8759,25,8759,0.00028999961794296046,8759,0,8759,0,8759,0
8761,25.000003,8761,25,8761,0.00015833301486680405,8761,0,8761,0,8761,0
8763,25.000000999999997,8763,25,8763,-3.4722487782322669E-05,8763,0,8763,0,8763,0
8765,24.999992,8765,25,8765,-0.00077893540636805772,8765,0,8765,0,8765,0
8767,25.000004,8767,25,8767,0.00035088716149972985,8767,0,8767,0,8767,0
8769,25,8769,25,8769,-4.0927365463484409E-05,8769,0,8769,0,8769,0
8771,25.000000999999997,8771,25,8771,4.9227195236699882E-05,8771,0,8771,0,8771,0
8773,24.999993999999997,8773,25,8773,-0.0005423106706436057,8773,0,8773,0,8773,0
8775,24.999993999999997,8775,25,8775,-0.00045192555886967145,8775,0,8775,0,8775,0
8777,25.000007,8777,25,8777,0.00070672870116738132,8777,0,8777,0,8777,0
8779,24.999996,8779,25,8779,-0.00032772608241463043,8779,0,8779,0,8779,0
8781,24.999996,8781,25,8781,-0.00027310506867885871,8781,0,8781,0,8781,0
8783,25.000002,8783,25,8783,0.00027241244268947691,8783,0,8783,0,8783,0
8785,24.999997999999998,8785,25,8785,-0.00010632296447202856,8785,0,8785,0,8785,0
8787,24.99999,8787,25,8787,-0.00075526913685714956,8787,0,8787,0,8787,0
8789,24.999997,8789,25,8789,-4.6057614040102466E-05,8789,0,8789,0,8789,0
8791,25.000003,8791,25,8791,0.00046161865488844047,8791,0,8791,0,8791,0
8793,25.000004,8793,25,8793,0.00046801554582603011,8793,0,8793,0,8793,0
8795,25.000007999999998,8795,25,8795,0.00072334628793889163,8795,0,8795,0,8795,0
8797,25.000000999999997,8797,25,8797,1.9455239941554184E-05,8797,0,8797,0,8797,0
8799,24.999990999999998,8799,25,8799,-0.00081712063335049006,8799,0,8799,0,8799,0
8801,25.000004999999998,8801,25,8801,0.00048573280555630277,8801,0,8801,0,8801,0
8803,25.000013,8803,25,8803,0.0010714440047234377,8803,0,8803,0,8803,0
8805,24.999989,8805,25,8805,-0.0011071299960472981,8805,0,8805,0,8805,0
8807,25.000010999999997,8807,25,8807,0.00091072500310608855,8807,0,8807,0,8807,0
8809,24.99999,8809,25,8809,-0.0009910624971381,8809,0,8809,0,8809,0
8811,25.000003,8811,25,8811,0.00025744791898096484,8811,0,8811,0,8811,0
8813,24.999992,8813,25,8813,-0.00070212673423664421,8813,0,8813,0,8813,0
8815,25.000002,8815,25,8815,0.000248227721437915,8815,0,8815,0,8815,0
8817,25.000004999999998,8817,25,8817,0.00045685643449252546,8817,0,8817,0,8817,0
8819,24.999990999999998,8819,25,8819,-0.00078595297127127318,8819,0,8819,0,8819,0
8821,24.999988,8821,25,8821,-0.00090496080935365724,8821,0,8821,0,8821,0
8823,24.999993999999997,8823,25,8823,-0.00025413400787285519,8823,0,8823,0,8823,0
8825,25.000004999999998,8825,25,8825,0.00070488832682673557,8825,0,8825,0,8825,0
8827,24.999997,8827,25,8827,-7.9259727441512769E-05,8827,0,8827,0,8827,0
8829,24.999990999999998,8829,25,8829,-0.000566049773085846,8829,0,8829,0,8829,0
8831,24.999997999999998,8831,25,8831,0.00011162518910265055,8831,0,8831,0,8831,0
8833,25.000004999999998,8833,25,8833,0.000676354324259731,8833,0,8833,0,8833,0
8835,24.999997,8835,25,8835,-0.00010303806291401662,8835,0,8835,0,8835,0
8837,25.000007999999998,8837,25,8837,0.00083080161399637484,8837,0,8837,0,8837,0
8839,24.999996,8839,25,8839,-0.000307665321513406,8839,0,8839,0,8839,0
8841,24.999999,8841,25,8841,-6.3877679669087665E-06,8841,0,8841,0,8841,0
8843,25.000004999999998,8843,25,8843,0.00049467685994943522,8843,0,8843,0,8843,0
8845,25.000007,8845,25,8845,0.00057889738346252214,8845,0,8845,0,8845,0
8847,25.000004999999998,8847,25,8847,0.0003157478193807757,8847,0,8847,0,8847,0
8849,25.000000999999997,8849,25,8849,-7.0210150562612908E-05,8849,0,8849,0,8849,0
8851,25,8851,25,8851,-0.00014184179192511433,8851,0,8851,0,8851,0
8853,25,8853,25,8853,-0.00011820149327092861,8853,0,8853,0,8853,0
8855,24.999999,8855,25,8855,-0.00018183457781143688,8855,0,8855,0,8855,0
8857,24.999996,8857,25,8857,-0.00040152881480379362,8857,0,8857,0,8857,0
8859,24.999992,8859,25,8859,-0.000667940679049754,8859,0,8859,0,8859,0
8861,25.000004999999998,8861,25,8861,0.00052671610072125316,8861,0,8861,0,8861,0
8863,25.000007999999998,8863,25,8863,0.00068893008389530729,8863,0,8863,0,8863,0
8865,25.000007,8865,25,8865,0.00049077507012315255,8865,0,8865,0,8865,0
8867,25.000003,8867,25,8867,7.5645891722701157E-05,8867,0,8867,0,8867,0
8869,24.999995,8869,25,8869,-0.000603628423657601,8869,0,8869,0,8869,0
8871,25.000009,8871,25,8871,0.000663642980300377,8871,0,8871,0,8871,0
8873,25.00001,8873,25,8873,0.0006363691503359773,8873,0,8873,0,8873,0
8875,24.99999,8875,25,8875,-0.0011363590413235891,8875,0,8875,0,8875,0
8877,25.000004,8877,25,8877,0.00021970079891205357,8877,0,8877,0,8877,0
8879,24.999996,8879,25,8879,-0.000483582667666474,8879,0,8879,0,8879,0
8881,24.999992,8881,25,8881,-0.00073631888976865428,8881,0,8881,0,8881,0
8883,25.000004,8883,25,8883,0.00038640092533256606,8883,0,8883,0,8883,0
8885,24.999997,8885,25,8885,-0.00026133256223038386,8885,0,8885,0,8885,0
8887,24.999993999999997,8887,25,8887,-0.00046777713544897566,8887,0,8887,0,8887,0
8889,25.000009,8889,25,8889,0.00086018572055989438,8889,0,8889,0,8889,0
8891,25.000013,8891,25,8891,0.0010501547671798381,8891,0,8891,0,8891,0
8893,25.000006,8893,25,8893,0.00029179563930900956,8893,0,8893,0,8893,0
8895,24.999996,8895,25,8895,-0.00059017030054427718,8895,0,8895,0,8895,0
8897,25.00001,8897,25,8897,0.00067485808289481349,8897,0,8897,0,8897,0
8899,25.000007999999998,8899,25,8899,0.00039571506890768526,8899,0,8899,0,8899,0
8901,24.999992,8901,25,8901,-0.0010035707758005732,8901,0,8901,0,8901,0
8903,25.000000999999997,8903,25,8903,-8.6308979951022131E-05,8903,0,8903,0,8903,0
8905,25.000002,8905,25,8905,1.1409183459811252E-05,8905,0,8905,0,8905,0
8907,25.000007999999998,8907,25,8907,0.00050950765280503526,8907,0,8907,0,8907,0
8909,25,8909,25,8909,-0.00024207695579292975,8909,0,8909,0,8909,0
8911,25.000016,8911,25,8911,0.0011316025367295363,8911,0,8911,0,8911,0
8913,24.999997,8913,25,8913,-0.00064033121924329383,8913,0,8913,0,8913,0
8915,24.999993999999997,8915,25,8915,-0.00078360934962640064,8915,0,8915,0,8915,0
8917,25.000007,8917,25,8917,0.00043032554220344041,8917,0,8917,0,8917,0
8919,25.000004999999998,8919,25,8919,0.00019193795166487431,8919,0,8919,0,8919,0
8921,24.999996,8921,25,8921,-0.00059005170682872692,8921,0,8921,0,8921,0
8923,24.999997,8923,25,8923,-0.00040837642227160945,8923,0,8923,0,8923,0
8925,24.999997,8925,25,8925,-0.00034031368522634124,8925,0,8925,0,8925,0
8927,24.999992,8927,25,8927,-0.00070026140448754,8927,0,8927,0,8927,0
8929,25.000004,8929,25,8929,0.00041644882973349462,8929,0,8929,0,8929,0
8931,25.000000999999997,8931,25,8931,9.7040691187589754E-05,8931,0,8931,0,8931,0
8933,25.000004,8933,25,8933,0.00033086724291331391,8933,0,8933,0,8933,0
8935,25.000007999999998,8935,25,8935,0.00060905603551162811,8935,0,8935,0,8935,0
8937,24.999989,8937,25,8937,-0.0010757866369248839,8937,0,8937,0,8937,0
8939,24.999990999999998,8939,25,8939,-0.00072982219756213677,8939,0,8939,0,8939,0
8941,25.000003,8941,25,8941,0.00039181483550466392,8941,0,8941,0,8941,0
8943,25.00001,8943,25,8943,0.00090984569626140883,8943,0,8943,0,8943,0
8945,25.00001,8945,25,8945,0.00075820474688450743,8945,0,8945,0,8945,0
8947,25,8947,25,8947,-0.00020149604423136229,8947,0,8947,0,8947,0
8949,24.999993,8949,25,8949,-0.00075124670353365745,8949,0,8949,0,8949,0
8951,24.999997,8951,25,8951,-0.00029270558623145529,8951,0,8951,0,8951,0
8953,25.000000999999997,8953,25,8953,8.9412011224320386E-05,8953,0,8953,0,8953,0
8955,25.000000999999997,8955,25,8955,7.4510009353600322E-05,8955,0,8955,0,8955,0
8957,25,8957,25,8957,-2.1241658661603282E-05,8957,0,8957,0,8957,0
8959,24.999995,8959,25,8959,-0.00043436804901692509,8959,0,8959,0,8959,0
8961,25.000004999999998,8961,25,8961,0.00047135995912101424,8961,0,8961,0,8961,0
8963,24.999992,8963,25,8963,-0.00069053336732853631,8963,0,8963,0,8963,0
8965,25.00001,8965,25,8965,0.00092455552728785691,8965,0,8965,0,8965,0
8967,24.999993999999997,8967,25,8967,-0.00056287039411315653,8967,0,8967,0,8967,0
8969,25.000013,8969,25,8969,0.0011142746717196696,8969,0,8969,0,8969,0
8971,25.000004,8971,25,8971,0.00017856222655026916,8971,0,8971,0,8971,0
8973,24.999990999999998,8973,25,8973,-0.00093453147810021659,8973,0,8973,0,8973,0
